фгфгфгфггфгфгфгхфгхёёёёёёёёё????/...>>>>><<<.......>>>>..,,ббббюююьторг!!!"""###****:::,,,...;;;((()))))___++|||\\|
888777ёёёЮЮЮЮЮЮЮ```````ЁЁЁЁЁЁёёёё2022-12-10 20:10:58,344 p=1981 u=zimnyakovrs n=ansible | ERROR! Invalid callback for stdout specified: yaml
2022-12-10 20:20:29,370 p=3325 u=zimnyakovrs n=ansible | ol79_82                    : ok=6    changed=3    unreachable=0    failed=0    skipped=1    rescued=0    ignored=0   
2022-12-10 20:20:29,370 p=3325 u=zimnyakovrs n=ansible | red73_87                   : ok=6    changed=2    unreachable=0    failed=0    skipped=1    rescued=0    ignored=0   
2022-12-10 20:20:29,370 p=3325 u=zimnyakovrs n=ansible | zorinos                    : ok=0    changed=0    unreachable=1    failed=0    skipped=0    rescued=0    ignored=0   
2022-12-10 20:30:39,286 p=4310 u=zimnyakovrs n=ansible | PLAY [Set timedatactl as Moscow] *******************************************************************************************************************************************************************************************************************************************************
2022-12-10 20:30:39,298 p=4310 u=zimnyakovrs n=ansible | TASK [Gathering Facts] *****************************************************************************************************************************************************************************************************************************************************************
2022-12-10 20:30:41,249 p=4310 u=zimnyakovrs n=ansible | ok: [alt10]
2022-12-10 20:30:41,273 p=4310 u=zimnyakovrs n=ansible | TASK [show date] ***********************************************************************************************************************************************************************************************************************************************************************
2022-12-10 20:30:41,841 p=4310 u=zimnyakovrs n=ansible | skipping: [alt10]
2022-12-10 20:30:41,856 p=4310 u=zimnyakovrs n=ansible | TASK [Add the user zimnyakovrs with a specific uid and a primary group of 'wheel'] *****************************************************************************************************************************************************************************************************
2022-12-10 20:30:42,516 p=4310 u=zimnyakovrs n=ansible | changed: [alt10]
2022-12-10 20:30:42,529 p=4310 u=zimnyakovrs n=ansible | TASK [debug] ***************************************************************************************************************************************************************************************************************************************************************************
2022-12-10 20:30:42,554 p=4310 u=zimnyakovrs n=ansible | ok: [alt10] => 
  authorized_keys_list:
  - ssh-rsa AAAAB3NzaC1yc2EAAAADAQABAAABAQDQeqVpOBQDP81RTPa/QK+FcWcPK6QLoeGKmDM/4D1GflHMVyJpIBrZK9VbImwDwKW19L8eAhRzhKr5ZNawanLbVQeCwXp8wNZXd3wL6o72jj7kKcoLrGGhw8oBETl03w2GkQ7hfUOQZBVJgYnx1hTDfQnWaeDfViWX2wJ2RLaq6QPu1xgElyntJ5kNCjcHyg2zzsrhvAWE2l1r7cjp9PedQUR8os3/91FFE80ABRfJ7D7M2FLZcmd6qyZfybiezwilAEjSsGlu5SCP+y9QHvYET9DVyGZQVY0MA9EEizGF0yFPsb/reJr1u+JAUBmE3rUmHm4Mzvem5tCyq+B+W/I1 rsa-key-20220922
  - ssh-rsa AAAAB3NzaC1yc2EAAAADAQABAAABgQCvkhmkG9kSeDFIjxD3mtEwYWlFgV+yvkdlC4cYlQP9vct70OElMsDqVNUtWcwH5rgmKgzCpzQkfx2C5NeW/I5lTHpsH9+ioJ0WSzf1TbePNLnI63F8Pr0L+0Lu8RI2cNVMBQ0r4pQkKzw3x77vs1++MyR+m50RMjgbYqsi5bxlNVWqXH/P1eNTMQKIC4XPMKc+WK4WeTafEHTAKHc6CMDDupG8TW93tT/O6gocSsQyvgnBwCJcuSd/OYI6SKVTARTs89JnBmDqbNph1b9nibZ41y6NysucYtGv91mHujLei9BoZddTxcj6CmyZ6xiMQvlpzo6j0IPw0G4EBn7QeKH3ur7HqvT0utgO938rV4PW9O2PLob7o85HDBMoe533dXbzhgJid0zpwa69KQbMyEcHG2bTMBlWGnUEJm90xlsq6McDaEd2gJjdkxv8ucWyjh/UwZ+WK6WqPt9TKFDRX5TM780ncbj8VWR1DdVkBiBDMrrFTA90wxaLS4mUSjwp1TM= ansi@a8ansible
2022-12-10 20:30:42,566 p=4310 u=zimnyakovrs n=ansible | TASK [Create a directory .ssh if it does not exist] ************************************************************************************************************************************************************************************************************************************
2022-12-10 20:30:43,145 p=4310 u=zimnyakovrs n=ansible | ok: [alt10]
2022-12-10 20:30:43,157 p=4310 u=zimnyakovrs n=ansible | TASK [Create authorized_keys] **********************************************************************************************************************************************************************************************************************************************************
2022-12-10 20:30:43,617 p=4310 u=zimnyakovrs n=ansible | ok: [alt10]
2022-12-10 20:30:43,630 p=4310 u=zimnyakovrs n=ansible | TASK [Ensure keys are present] *********************************************************************************************************************************************************************************************************************************************************
2022-12-10 20:30:44,218 p=4310 u=zimnyakovrs n=ansible | changed: [alt10] => (item=ssh-rsa AAAAB3NzaC1yc2EAAAADAQABAAABAQDQeqVpOBQDP81RTPa/QK+FcWcPK6QLoeGKmDM/4D1GflHMVyJpIBrZK9VbImwDwKW19L8eAhRzhKr5ZNawanLbVQeCwXp8wNZXd3wL6o72jj7kKcoLrGGhw8oBETl03w2GkQ7hfUOQZBVJgYnx1hTDfQnWaeDfViWX2wJ2RLaq6QPu1xgElyntJ5kNCjcHyg2zzsrhvAWE2l1r7cjp9PedQUR8os3/91FFE80ABRfJ7D7M2FLZcmd6qyZfybiezwilAEjSsGlu5SCP+y9QHvYET9DVyGZQVY0MA9EEizGF0yFPsb/reJr1u+JAUBmE3rUmHm4Mzvem5tCyq+B+W/I1 rsa-key-20220922)
2022-12-10 20:30:44,671 p=4310 u=zimnyakovrs n=ansible | failed: [alt10] (item=ssh-rsa AAAAB3NzaC1yc2EAAAADAQABAAABgQCvkhmkG9kSeDFIjxD3mtEwYWlFgV+yvkdlC4cYlQP9vct70OElMsDqVNUtWcwH5rgmKgzCpzQkfx2C5NeW/I5lTHpsH9+ioJ0WSzf1TbePNLnI63F8Pr0L+0Lu8RI2cNVMBQ0r4pQkKzw3x77vs1++MyR+m50RMjgbYqsi5bxlNVWqXH/P1eNTMQKIC4XPMKc+WK4WeTafEHTAKHc6CMDDupG8TW93tT/O6gocSsQyvgnBwCJcuSd/OYI6SKVTARTs89JnBmDqbNph1b9nibZ41y6NysucYtGv91mHujLei9BoZddTxcj6CmyZ6xiMQvlpzo6j0IPw0G4EBn7QeKH3ur7HqvT0utgO938rV4PW9O2PLob7o85HDBMoe533dXbzhgJid0zpwa69KQbMyEcHG2bTMBlWGnUEJm90xlsq6McDaEd2gJjdkxv8ucWyjh/UwZ+WK6WqPt9TKFDRX5TM780ncbj8VWR1DdVkBiBDMrrFTA90wxaLS4mUSjwp1TM= ansi@a8ansible) => changed=false 
  ansible_loop_var: item
  item: ssh-rsa AAAAB3NzaC1yc2EAAAADAQABAAABgQCvkhmkG9kSeDFIjxD3mtEwYWlFgV+yvkdlC4cYlQP9vct70OElMsDqVNUtWcwH5rgmKgzCpzQkfx2C5NeW/I5lTHpsH9+ioJ0WSzf1TbePNLnI63F8Pr0L+0Lu8RI2cNVMBQ0r4pQkKzw3x77vs1++MyR+m50RMjgbYqsi5bxlNVWqXH/P1eNTMQKIC4XPMKc+WK4WeTafEHTAKHc6CMDDupG8TW93tT/O6gocSsQyvgnBwCJcuSd/OYI6SKVTARTs89JnBmDqbNph1b9nibZ41y6NysucYtGv91mHujLei9BoZddTxcj6CmyZ6xiMQvlpzo6j0IPw0G4EBn7QeKH3ur7HqvT0utgO938rV4PW9O2PLob7o85HDBMoe533dXbzhgJid0zpwa69KQbMyEcHG2bTMBlWGnUEJm90xlsq6McDaEd2gJjdkxv8ucWyjh/UwZ+WK6WqPt9TKFDRX5TM780ncbj8VWR1DdVkBiBDMrrFTA90wxaLS4mUSjwp1TM= ansi@a8ansible
  module_stderr: |-
    Shared connection to 192.168.0.86 closed.
  module_stdout: |2-
  
    Traceback (most recent call last):
      File "/home/ansi/.ansible/tmp/ansible-tmp-1670693444.2538564-4403-205017034398798/AnsiballZ_lineinfile.py", line 107, in <module>
        _ansiballz_main()
      File "/home/ansi/.ansible/tmp/ansible-tmp-1670693444.2538564-4403-205017034398798/AnsiballZ_lineinfile.py", line 99, in _ansiballz_main
        invoke_module(zipped_mod, temp_path, ANSIBALLZ_PARAMS)
      File "/home/ansi/.ansible/tmp/ansible-tmp-1670693444.2538564-4403-205017034398798/AnsiballZ_lineinfile.py", line 47, in invoke_module
        runpy.run_module(mod_name='ansible.modules.lineinfile', init_globals=dict(_module_fqn='ansible.modules.lineinfile', _modlib_path=modlib_path),
      File "/usr/lib64/python3.9/runpy.py", line 210, in run_module
        return _run_module_code(code, init_globals, run_name, mod_spec)
      File "/usr/lib64/python3.9/runpy.py", line 97, in _run_module_code
        _run_code(code, mod_globals, init_globals,
      File "/usr/lib64/python3.9/runpy.py", line 87, in _run_code
        exec(code, run_globals)
      File "/tmp/.private/root/ansible_ansible.builtin.lineinfile_payload_b_aqbu5a/ansible_ansible.builtin.lineinfile_payload.zip/ansible/modules/lineinfile.py", line 638, in <module>
      File "/tmp/.private/root/ansible_ansible.builtin.lineinfile_payload_b_aqbu5a/ansible_ansible.builtin.lineinfile_payload.zip/ansible/modules/lineinfile.py", line 628, in main
      File "/tmp/.private/root/ansible_ansible.builtin.lineinfile_payload_b_aqbu5a/ansible_ansible.builtin.lineinfile_payload.zip/ansible/modules/lineinfile.py", line 324, in present
      File "/usr/lib64/python3.9/re.py", line 252, in compile
        return _compile(pattern, flags)
      File "/usr/lib64/python3.9/re.py", line 304, in _compile
        p = sre_compile.compile(pattern, flags)
      File "/usr/lib64/python3.9/sre_compile.py", line 764, in compile
        p = sre_parse.parse(p, flags)
      File "/usr/lib64/python3.9/sre_parse.py", line 948, in parse
        p = _parse_sub(source, state, flags & SRE_FLAG_VERBOSE, 0)
      File "/usr/lib64/python3.9/sre_parse.py", line 443, in _parse_sub
        itemsappend(_parse(source, state, verbose, nested + 1,
      File "/usr/lib64/python3.9/sre_parse.py", line 671, in _parse
        raise source.error("multiple repeat",
    re.error: multiple repeat at position 188
  msg: |-
    MODULE FAILURE
    See stdout/stderr for the exact error
  rc: 1
2022-12-10 20:30:44,673 p=4310 u=zimnyakovrs n=ansible | PLAY RECAP *****************************************************************************************************************************************************************************************************************************************************************************
2022-12-10 20:30:44,674 p=4310 u=zimnyakovrs n=ansible | alt10                      : ok=5    changed=1    unreachable=0    failed=1    skipped=1    rescued=0    ignored=0   
2022-12-10 20:32:49,422 p=4433 u=zimnyakovrs n=ansible | PLAY [Set timedatactl as Moscow] *******************************************************************************************************************************************************************************************************************************************************
2022-12-10 20:32:49,435 p=4433 u=zimnyakovrs n=ansible | TASK [Gathering Facts] *****************************************************************************************************************************************************************************************************************************************************************
2022-12-10 20:32:51,312 p=4433 u=zimnyakovrs n=ansible | ok: [alt10]
2022-12-10 20:32:51,338 p=4433 u=zimnyakovrs n=ansible | TASK [show date] ***********************************************************************************************************************************************************************************************************************************************************************
2022-12-10 20:32:51,917 p=4433 u=zimnyakovrs n=ansible | changed: [alt10]
2022-12-10 20:32:51,933 p=4433 u=zimnyakovrs n=ansible | TASK [Add the user zimnyakovrs with a specific uid and a primary group of 'wheel'] *****************************************************************************************************************************************************************************************************
2022-12-10 20:32:52,624 p=4433 u=zimnyakovrs n=ansible | fatal: [alt10]: FAILED! => changed=false 
  msg: |-
    usermod: user zimnyakovrs is currently used by process 13285
  name: zimnyakovrs
  rc: 8
2022-12-10 20:32:52,626 p=4433 u=zimnyakovrs n=ansible | PLAY RECAP *****************************************************************************************************************************************************************************************************************************************************************************
2022-12-10 20:32:52,626 p=4433 u=zimnyakovrs n=ansible | alt10                      : ok=2    changed=1    unreachable=0    failed=1    skipped=0    rescued=0    ignored=0   
2022-12-10 20:33:30,947 p=4535 u=zimnyakovrs n=ansible | PLAY [Set timedatactl as Moscow] *******************************************************************************************************************************************************************************************************************************************************
2022-12-10 20:33:30,961 p=4535 u=zimnyakovrs n=ansible | TASK [Gathering Facts] *****************************************************************************************************************************************************************************************************************************************************************
2022-12-10 20:33:32,594 p=4535 u=zimnyakovrs n=ansible | ok: [alt10]
2022-12-10 20:33:32,621 p=4535 u=zimnyakovrs n=ansible | TASK [show date] ***********************************************************************************************************************************************************************************************************************************************************************
2022-12-10 20:33:33,196 p=4535 u=zimnyakovrs n=ansible | changed: [alt10]
2022-12-10 20:33:33,213 p=4535 u=zimnyakovrs n=ansible | TASK [Add the user zimnyakovrs with a primary group of 'wheel'] ************************************************************************************************************************************************************************************************************************
2022-12-10 20:33:33,949 p=4535 u=zimnyakovrs n=ansible | changed: [alt10]
2022-12-10 20:33:33,962 p=4535 u=zimnyakovrs n=ansible | TASK [debug] ***************************************************************************************************************************************************************************************************************************************************************************
2022-12-10 20:33:33,987 p=4535 u=zimnyakovrs n=ansible | ok: [alt10] => 
  authorized_keys_list:
  - ssh-rsa AAAAB3NzaC1yc2EAAAADAQABAAABAQDQeqVpOBQDP81RTPa/QK+FcWcPK6QLoeGKmDM/4D1GflHMVyJpIBrZK9VbImwDwKW19L8eAhRzhKr5ZNawanLbVQeCwXp8wNZXd3wL6o72jj7kKcoLrGGhw8oBETl03w2GkQ7hfUOQZBVJgYnx1hTDfQnWaeDfViWX2wJ2RLaq6QPu1xgElyntJ5kNCjcHyg2zzsrhvAWE2l1r7cjp9PedQUR8os3/91FFE80ABRfJ7D7M2FLZcmd6qyZfybiezwilAEjSsGlu5SCP+y9QHvYET9DVyGZQVY0MA9EEizGF0yFPsb/reJr1u+JAUBmE3rUmHm4Mzvem5tCyq+B+W/I1 rsa-key-20220922
  - ssh-rsa AAAAB3NzaC1yc2EAAAADAQABAAABgQCvkhmkG9kSeDFIjxD3mtEwYWlFgV+yvkdlC4cYlQP9vct70OElMsDqVNUtWcwH5rgmKgzCpzQkfx2C5NeW/I5lTHpsH9+ioJ0WSzf1TbePNLnI63F8Pr0L+0Lu8RI2cNVMBQ0r4pQkKzw3x77vs1++MyR+m50RMjgbYqsi5bxlNVWqXH/P1eNTMQKIC4XPMKc+WK4WeTafEHTAKHc6CMDDupG8TW93tT/O6gocSsQyvgnBwCJcuSd/OYI6SKVTARTs89JnBmDqbNph1b9nibZ41y6NysucYtGv91mHujLei9BoZddTxcj6CmyZ6xiMQvlpzo6j0IPw0G4EBn7QeKH3ur7HqvT0utgO938rV4PW9O2PLob7o85HDBMoe533dXbzhgJid0zpwa69KQbMyEcHG2bTMBlWGnUEJm90xlsq6McDaEd2gJjdkxv8ucWyjh/UwZ+WK6WqPt9TKFDRX5TM780ncbj8VWR1DdVkBiBDMrrFTA90wxaLS4mUSjwp1TM= ansi@a8ansible
2022-12-10 20:33:34,000 p=4535 u=zimnyakovrs n=ansible | TASK [Create a directory .ssh if it does not exist] ************************************************************************************************************************************************************************************************************************************
2022-12-10 20:33:34,597 p=4535 u=zimnyakovrs n=ansible | ok: [alt10]
2022-12-10 20:33:34,609 p=4535 u=zimnyakovrs n=ansible | TASK [Create authorized_keys] **********************************************************************************************************************************************************************************************************************************************************
2022-12-10 20:33:35,078 p=4535 u=zimnyakovrs n=ansible | changed: [alt10]
2022-12-10 20:33:35,090 p=4535 u=zimnyakovrs n=ansible | TASK [Ensure keys are present] *********************************************************************************************************************************************************************************************************************************************************
2022-12-10 20:33:35,683 p=4535 u=zimnyakovrs n=ansible | changed: [alt10] => (item=ssh-rsa AAAAB3NzaC1yc2EAAAADAQABAAABAQDQeqVpOBQDP81RTPa/QK+FcWcPK6QLoeGKmDM/4D1GflHMVyJpIBrZK9VbImwDwKW19L8eAhRzhKr5ZNawanLbVQeCwXp8wNZXd3wL6o72jj7kKcoLrGGhw8oBETl03w2GkQ7hfUOQZBVJgYnx1hTDfQnWaeDfViWX2wJ2RLaq6QPu1xgElyntJ5kNCjcHyg2zzsrhvAWE2l1r7cjp9PedQUR8os3/91FFE80ABRfJ7D7M2FLZcmd6qyZfybiezwilAEjSsGlu5SCP+y9QHvYET9DVyGZQVY0MA9EEizGF0yFPsb/reJr1u+JAUBmE3rUmHm4Mzvem5tCyq+B+W/I1 rsa-key-20220922)
2022-12-10 20:33:36,146 p=4535 u=zimnyakovrs n=ansible | failed: [alt10] (item=ssh-rsa AAAAB3NzaC1yc2EAAAADAQABAAABgQCvkhmkG9kSeDFIjxD3mtEwYWlFgV+yvkdlC4cYlQP9vct70OElMsDqVNUtWcwH5rgmKgzCpzQkfx2C5NeW/I5lTHpsH9+ioJ0WSzf1TbePNLnI63F8Pr0L+0Lu8RI2cNVMBQ0r4pQkKzw3x77vs1++MyR+m50RMjgbYqsi5bxlNVWqXH/P1eNTMQKIC4XPMKc+WK4WeTafEHTAKHc6CMDDupG8TW93tT/O6gocSsQyvgnBwCJcuSd/OYI6SKVTARTs89JnBmDqbNph1b9nibZ41y6NysucYtGv91mHujLei9BoZddTxcj6CmyZ6xiMQvlpzo6j0IPw0G4EBn7QeKH3ur7HqvT0utgO938rV4PW9O2PLob7o85HDBMoe533dXbzhgJid0zpwa69KQbMyEcHG2bTMBlWGnUEJm90xlsq6McDaEd2gJjdkxv8ucWyjh/UwZ+WK6WqPt9TKFDRX5TM780ncbj8VWR1DdVkBiBDMrrFTA90wxaLS4mUSjwp1TM= ansi@a8ansible) => changed=false 
  ansible_loop_var: item
  item: ssh-rsa AAAAB3NzaC1yc2EAAAADAQABAAABgQCvkhmkG9kSeDFIjxD3mtEwYWlFgV+yvkdlC4cYlQP9vct70OElMsDqVNUtWcwH5rgmKgzCpzQkfx2C5NeW/I5lTHpsH9+ioJ0WSzf1TbePNLnI63F8Pr0L+0Lu8RI2cNVMBQ0r4pQkKzw3x77vs1++MyR+m50RMjgbYqsi5bxlNVWqXH/P1eNTMQKIC4XPMKc+WK4WeTafEHTAKHc6CMDDupG8TW93tT/O6gocSsQyvgnBwCJcuSd/OYI6SKVTARTs89JnBmDqbNph1b9nibZ41y6NysucYtGv91mHujLei9BoZddTxcj6CmyZ6xiMQvlpzo6j0IPw0G4EBn7QeKH3ur7HqvT0utgO938rV4PW9O2PLob7o85HDBMoe533dXbzhgJid0zpwa69KQbMyEcHG2bTMBlWGnUEJm90xlsq6McDaEd2gJjdkxv8ucWyjh/UwZ+WK6WqPt9TKFDRX5TM780ncbj8VWR1DdVkBiBDMrrFTA90wxaLS4mUSjwp1TM= ansi@a8ansible
  module_stderr: |-
    Shared connection to 192.168.0.86 closed.
  module_stdout: |2-
  
    Traceback (most recent call last):
      File "/home/ansi/.ansible/tmp/ansible-tmp-1670693615.7191443-4625-217788971453461/AnsiballZ_lineinfile.py", line 107, in <module>
        _ansiballz_main()
      File "/home/ansi/.ansible/tmp/ansible-tmp-1670693615.7191443-4625-217788971453461/AnsiballZ_lineinfile.py", line 99, in _ansiballz_main
        invoke_module(zipped_mod, temp_path, ANSIBALLZ_PARAMS)
      File "/home/ansi/.ansible/tmp/ansible-tmp-1670693615.7191443-4625-217788971453461/AnsiballZ_lineinfile.py", line 47, in invoke_module
        runpy.run_module(mod_name='ansible.modules.lineinfile', init_globals=dict(_module_fqn='ansible.modules.lineinfile', _modlib_path=modlib_path),
      File "/usr/lib64/python3.9/runpy.py", line 210, in run_module
        return _run_module_code(code, init_globals, run_name, mod_spec)
      File "/usr/lib64/python3.9/runpy.py", line 97, in _run_module_code
        _run_code(code, mod_globals, init_globals,
      File "/usr/lib64/python3.9/runpy.py", line 87, in _run_code
        exec(code, run_globals)
      File "/tmp/.private/root/ansible_ansible.builtin.lineinfile_payload_mixrl1nb/ansible_ansible.builtin.lineinfile_payload.zip/ansible/modules/lineinfile.py", line 638, in <module>
      File "/tmp/.private/root/ansible_ansible.builtin.lineinfile_payload_mixrl1nb/ansible_ansible.builtin.lineinfile_payload.zip/ansible/modules/lineinfile.py", line 628, in main
      File "/tmp/.private/root/ansible_ansible.builtin.lineinfile_payload_mixrl1nb/ansible_ansible.builtin.lineinfile_payload.zip/ansible/modules/lineinfile.py", line 324, in present
      File "/usr/lib64/python3.9/re.py", line 252, in compile
        return _compile(pattern, flags)
      File "/usr/lib64/python3.9/re.py", line 304, in _compile
        p = sre_compile.compile(pattern, flags)
      File "/usr/lib64/python3.9/sre_compile.py", line 764, in compile
        p = sre_parse.parse(p, flags)
      File "/usr/lib64/python3.9/sre_parse.py", line 948, in parse
        p = _parse_sub(source, state, flags & SRE_FLAG_VERBOSE, 0)
      File "/usr/lib64/python3.9/sre_parse.py", line 443, in _parse_sub
        itemsappend(_parse(source, state, verbose, nested + 1,
      File "/usr/lib64/python3.9/sre_parse.py", line 671, in _parse
        raise source.error("multiple repeat",
    re.error: multiple repeat at position 188
  msg: |-
    MODULE FAILURE
    See stdout/stderr for the exact error
  rc: 1
2022-12-10 20:33:36,148 p=4535 u=zimnyakovrs n=ansible | PLAY RECAP *****************************************************************************************************************************************************************************************************************************************************************************
2022-12-10 20:33:36,149 p=4535 u=zimnyakovrs n=ansible | alt10                      : ok=6    changed=3    unreachable=0    failed=1    skipped=0    rescued=0    ignored=0   
2022-12-10 20:38:04,823 p=4708 u=zimnyakovrs n=ansible | PLAY [Set timedatactl as Moscow] *******************************************************************************************************************************************************************************************************************************************************
2022-12-10 20:38:04,835 p=4708 u=zimnyakovrs n=ansible | TASK [Gathering Facts] *****************************************************************************************************************************************************************************************************************************************************************
2022-12-10 20:38:06,956 p=4708 u=zimnyakovrs n=ansible | ok: [alt10]
2022-12-10 20:38:06,981 p=4708 u=zimnyakovrs n=ansible | TASK [show date] ***********************************************************************************************************************************************************************************************************************************************************************
2022-12-10 20:38:07,612 p=4708 u=zimnyakovrs n=ansible | changed: [alt10]
2022-12-10 20:38:07,627 p=4708 u=zimnyakovrs n=ansible | TASK [Add the user zimnyakovrs with a primary group of 'wheel'] ************************************************************************************************************************************************************************************************************************
2022-12-10 20:38:08,403 p=4708 u=zimnyakovrs n=ansible | ok: [alt10]
2022-12-10 20:38:08,416 p=4708 u=zimnyakovrs n=ansible | TASK [debug] ***************************************************************************************************************************************************************************************************************************************************************************
2022-12-10 20:38:08,442 p=4708 u=zimnyakovrs n=ansible | ok: [alt10] => 
  authorized_keys_list:
  - key: ssh-rsa AAAAB3NzaC1yc2EAAAADAQABAAABAQDQeqVpOBQDP81RTPa/QK+FcWcPK6QLoeGKmDM/4D1GflHMVyJpIBrZK9VbImwDwKW19L8eAhRzhKr5ZNawanLbVQeCwXp8wNZXd3wL6o72jj7kKcoLrGGhw8oBETl03w2GkQ7hfUOQZBVJgYnx1hTDfQnWaeDfViWX2wJ2RLaq6QPu1xgElyntJ5kNCjcHyg2zzsrhvAWE2l1r7cjp9PedQUR8os3/91FFE80ABRfJ7D7M2FLZcmd6qyZfybiezwilAEjSsGlu5SCP+y9QHvYET9DVyGZQVY0MA9EEizGF0yFPsb/reJr1u+JAUBmE3rUmHm4Mzvem5tCyq+B+W/I1 rsa-key-20220922
    name: rsa-key-20220922
  - key: ssh-rsa AAAAB3NzaC1yc2EAAAADAQABAAABgQCvkhmkG9kSeDFIjxD3mtEwYWlFgV+yvkdlC4cYlQP9vct70OElMsDqVNUtWcwH5rgmKgzCpzQkfx2C5NeW/I5lTHpsH9+ioJ0WSzf1TbePNLnI63F8Pr0L+0Lu8RI2cNVMBQ0r4pQkKzw3x77vs1++MyR+m50RMjgbYqsi5bxlNVWqXH/P1eNTMQKIC4XPMKc+WK4WeTafEHTAKHc6CMDDupG8TW93tT/O6gocSsQyvgnBwCJcuSd/OYI6SKVTARTs89JnBmDqbNph1b9nibZ41y6NysucYtGv91mHujLei9BoZddTxcj6CmyZ6xiMQvlpzo6j0IPw0G4EBn7QeKH3ur7HqvT0utgO938rV4PW9O2PLob7o85HDBMoe533dXbzhgJid0zpwa69KQbMyEcHG2bTMBlWGnUEJm90xlsq6McDaEd2gJjdkxv8ucWyjh/UwZ+WK6WqPt9TKFDRX5TM780ncbj8VWR1DdVkBiBDMrrFTA90wxaLS4mUSjwp1TM= ansi@a8ansible
    name: ansi@a8ansible
2022-12-10 20:38:08,454 p=4708 u=zimnyakovrs n=ansible | TASK [Create a directory .ssh if it does not exist] ************************************************************************************************************************************************************************************************************************************
2022-12-10 20:38:09,077 p=4708 u=zimnyakovrs n=ansible | ok: [alt10]
2022-12-10 20:38:09,091 p=4708 u=zimnyakovrs n=ansible | TASK [Create authorized_keys] **********************************************************************************************************************************************************************************************************************************************************
2022-12-10 20:38:09,562 p=4708 u=zimnyakovrs n=ansible | changed: [alt10]
2022-12-10 20:38:09,575 p=4708 u=zimnyakovrs n=ansible | TASK [Ensure keys are present] *********************************************************************************************************************************************************************************************************************************************************
2022-12-10 20:38:10,169 p=4708 u=zimnyakovrs n=ansible | failed: [alt10] (item={'name': 'rsa-key-20220922', 'key': 'ssh-rsa AAAAB3NzaC1yc2EAAAADAQABAAABAQDQeqVpOBQDP81RTPa/QK+FcWcPK6QLoeGKmDM/4D1GflHMVyJpIBrZK9VbImwDwKW19L8eAhRzhKr5ZNawanLbVQeCwXp8wNZXd3wL6o72jj7kKcoLrGGhw8oBETl03w2GkQ7hfUOQZBVJgYnx1hTDfQnWaeDfViWX2wJ2RLaq6QPu1xgElyntJ5kNCjcHyg2zzsrhvAWE2l1r7cjp9PedQUR8os3/91FFE80ABRfJ7D7M2FLZcmd6qyZfybiezwilAEjSsGlu5SCP+y9QHvYET9DVyGZQVY0MA9EEizGF0yFPsb/reJr1u+JAUBmE3rUmHm4Mzvem5tCyq+B+W/I1 rsa-key-20220922'}) => changed=false 
  ansible_loop_var: item
  item:
    key: ssh-rsa AAAAB3NzaC1yc2EAAAADAQABAAABAQDQeqVpOBQDP81RTPa/QK+FcWcPK6QLoeGKmDM/4D1GflHMVyJpIBrZK9VbImwDwKW19L8eAhRzhKr5ZNawanLbVQeCwXp8wNZXd3wL6o72jj7kKcoLrGGhw8oBETl03w2GkQ7hfUOQZBVJgYnx1hTDfQnWaeDfViWX2wJ2RLaq6QPu1xgElyntJ5kNCjcHyg2zzsrhvAWE2l1r7cjp9PedQUR8os3/91FFE80ABRfJ7D7M2FLZcmd6qyZfybiezwilAEjSsGlu5SCP+y9QHvYET9DVyGZQVY0MA9EEizGF0yFPsb/reJr1u+JAUBmE3rUmHm4Mzvem5tCyq+B+W/I1 rsa-key-20220922
    name: rsa-key-20220922
  module_stderr: |-
    Shared connection to 192.168.0.86 closed.
  module_stdout: |2-
  
    Traceback (most recent call last):
      File "/home/ansi/.ansible/tmp/ansible-tmp-1670693889.6283813-4801-71649298391089/AnsiballZ_lineinfile.py", line 107, in <module>
        _ansiballz_main()
      File "/home/ansi/.ansible/tmp/ansible-tmp-1670693889.6283813-4801-71649298391089/AnsiballZ_lineinfile.py", line 99, in _ansiballz_main
        invoke_module(zipped_mod, temp_path, ANSIBALLZ_PARAMS)
      File "/home/ansi/.ansible/tmp/ansible-tmp-1670693889.6283813-4801-71649298391089/AnsiballZ_lineinfile.py", line 47, in invoke_module
        runpy.run_module(mod_name='ansible.modules.lineinfile', init_globals=dict(_module_fqn='ansible.modules.lineinfile', _modlib_path=modlib_path),
      File "/usr/lib64/python3.9/runpy.py", line 210, in run_module
        return _run_module_code(code, init_globals, run_name, mod_spec)
      File "/usr/lib64/python3.9/runpy.py", line 97, in _run_module_code
        _run_code(code, mod_globals, init_globals,
      File "/usr/lib64/python3.9/runpy.py", line 87, in _run_code
        exec(code, run_globals)
      File "/tmp/.private/root/ansible_ansible.builtin.lineinfile_payload_ekmgp0hk/ansible_ansible.builtin.lineinfile_payload.zip/ansible/modules/lineinfile.py", line 638, in <module>
      File "/tmp/.private/root/ansible_ansible.builtin.lineinfile_payload_ekmgp0hk/ansible_ansible.builtin.lineinfile_payload.zip/ansible/modules/lineinfile.py", line 628, in main
      File "/tmp/.private/root/ansible_ansible.builtin.lineinfile_payload_ekmgp0hk/ansible_ansible.builtin.lineinfile_payload.zip/ansible/modules/lineinfile.py", line 324, in present
      File "/usr/lib64/python3.9/re.py", line 252, in compile
        return _compile(pattern, flags)
      File "/usr/lib64/python3.9/re.py", line 304, in _compile
        p = sre_compile.compile(pattern, flags)
